id;cursusnaam;tekst;datum;locatie
033Ape1-7-2019;MicroStation voor AutoCAD kenners;MicroStation voor AutoCAD kenners: 1, 8 juli in Apeldoorn;1-7-2019;Apeldoorn
033Rot5-8-2019;MicroStation voor AutoCAD kenners;MicroStation voor AutoCAD kenners: 5, 12 augustus in Rotterdam;5-8-2019;Rotterdam
033Ape2-9-2019;MicroStation voor AutoCAD kenners;MicroStation voor AutoCAD kenners: 2, 9 september in Apeldoorn;2-9-2019;Apeldoorn
033Ams3-9-2019;MicroStation voor AutoCAD kenners;MicroStation voor AutoCAD kenners: 3, 10 september in Amsterdam;3-9-2019;Amsterdam
033Rot7-10-2019;MicroStation voor AutoCAD kenners;MicroStation voor AutoCAD kenners: 7, 14 oktober in Rotterdam;7-10-2019;Rotterdam
033Ein8-10-2019;MicroStation voor AutoCAD kenners;MicroStation voor AutoCAD kenners: 8, 15 oktober in Eindhoven;8-10-2019;Eindhoven
033Ape4-11-2019;MicroStation voor AutoCAD kenners;MicroStation voor AutoCAD kenners: 4, 11 november in Apeldoorn;4-11-2019;Apeldoorn
033Ams5-11-2019;MicroStation voor AutoCAD kenners;MicroStation voor AutoCAD kenners: 5, 12 november in Amsterdam;5-11-2019;Amsterdam
033Rot2-12-2019;MicroStation voor AutoCAD kenners;MicroStation voor AutoCAD kenners: 2, 9 december in Rotterdam;2-12-2019;Rotterdam
036Ape7-1-2019;Revit Architecture Basis;Revit Architecture Basis: 7, 8, 9, 14 januari in Apeldoorn;7-1-2019;Apeldoorn
036Rot4-2-2019;Revit Architecture Basis;Revit Architecture Basis: 4, 5, 6, 11 februari in Rotterdam;4-2-2019;Rotterdam
036Ape4-3-2019;Revit Architecture Basis;Revit Architecture Basis: 4, 5, 6, 11 maart in Apeldoorn;4-3-2019;Apeldoorn
036Ams5-3-2019;Revit Architecture Basis;Revit Architecture Basis: 5, 6, 7, 8, 12 maart in Amsterdam;5-3-2019;Amsterdam
036Rot8-4-2019;Revit Architecture Basis;Revit Architecture Basis: 8, 9, 10, 15 april in Rotterdam;8-4-2019;Rotterdam
036Ein9-4-2019;Revit Architecture Basis;Revit Architecture Basis: 9, 10, 11, 16 april in Eindhoven;9-4-2019;Eindhoven
036Ape6-5-2019;Revit Architecture Basis;Revit Architecture Basis: 6, 7, 8, 13 mei in Apeldoorn;6-5-2019;Apeldoorn
036Ams7-5-2019;Revit Architecture Basis;Revit Architecture Basis: 7, 8, 9, 14 mei in Amsterdam;7-5-2019;Amsterdam
036Rot3-6-2019;Revit Architecture Basis;Revit Architecture Basis: 3, 4, 5, 10 juni in Rotterdam;3-6-2019;Rotterdam
036Ein4-6-2019;Revit Architecture Basis;Revit Architecture Basis: 4, 5, 6, 11 juni in Eindhoven;4-6-2019;Eindhoven
036Ape1-7-2019;Revit Architecture Basis;Revit Architecture Basis: 1, 2, 3, 8 juli in Apeldoorn;1-7-2019;Apeldoorn
036Rot5-8-2019;Revit Architecture Basis;Revit Architecture Basis: 5, 6, 7, 12 augustus in Rotterdam;5-8-2019;Rotterdam
036Ape2-9-2019;Revit Architecture Basis;Revit Architecture Basis: 2, 3, 4, 9 september in Apeldoorn;2-9-2019;Apeldoorn
036Ams3-9-2019;Revit Architecture Basis;Revit Architecture Basis: 3, 4, 5, 10 september in Amsterdam;3-9-2019;Amsterdam
036Rot7-10-2019;Revit Architecture Basis;Revit Architecture Basis: 7, 8, 9, 14 oktober in Rotterdam;7-10-2019;Rotterdam
036Ein8-10-2019;Revit Architecture Basis;Revit Architecture Basis: 8, 9, 10, 15 oktober in Eindhoven;8-10-2019;Eindhoven
036Ape4-11-2019;Revit Architecture Basis;Revit Architecture Basis: 4, 5, 6, 11 november in Apeldoorn;4-11-2019;Apeldoorn
036Ams5-11-2019;Revit Architecture Basis;Revit Architecture Basis: 5, 6, 7, 12 november in Amsterdam;5-11-2019;Amsterdam
036Rot2-12-2019;Revit Architecture Basis;Revit Architecture Basis: 2, 3, 4, 9 december in Rotterdam;2-12-2019;Rotterdam
047Ape16-1-2019;SketchUp Basis;SketchUp Basis: 16 januari in Apeldoorn;16-1-2019;Apeldoorn
047Rot13-2-2019;SketchUp Basis;SketchUp Basis: 13 februari in Rotterdam;13-2-2019;Rotterdam
047Ape13-3-2019;SketchUp Basis;SketchUp Basis: 13 maart in Apeldoorn;13-3-2019;Apeldoorn
047Ams12-3-2019;SketchUp Basis;SketchUp Basis: 12 maart in Amsterdam;12-3-2019;Amsterdam
047Rot17-4-2019;SketchUp Basis;SketchUp Basis: 17 april in Rotterdam;17-4-2019;Rotterdam
047Ein16-4-2019;SketchUp Basis;SketchUp Basis: 16 april in Eindhoven;16-4-2019;Eindhoven
047Ape15-5-2019;SketchUp Basis;SketchUp Basis: 15 mei in Apeldoorn;15-5-2019;Apeldoorn
047Ams14-5-2019;SketchUp Basis;SketchUp Basis: 14 mei in Amsterdam;14-5-2019;Amsterdam
047Rot12-6-2019;SketchUp Basis;SketchUp Basis: 12 juni in Rotterdam;12-6-2019;Rotterdam
047Ein11-6-2019;SketchUp Basis;SketchUp Basis: 11 juni in Eindhoven;11-6-2019;Eindhoven
047Ape10-7-2019;SketchUp Basis;SketchUp Basis: 10 juli in Apeldoorn;10-7-2019;Apeldoorn
047Rot14-8-2019;SketchUp Basis;SketchUp Basis: 14 augustus in Rotterdam;14-8-2019;Rotterdam
047Ape11-9-2019;SketchUp Basis;SketchUp Basis: 11 september in Apeldoorn;11-9-2019;Apeldoorn
047Ams10-9-2019;SketchUp Basis;SketchUp Basis: 10 september in Amsterdam;10-9-2019;Amsterdam
047Rot18-10-2019;SketchUp Basis;SketchUp Basis: 18 oktober in Rotterdam;18-10-2019;Rotterdam
047Ein17-10-2019;SketchUp Basis;SketchUp Basis: 17 oktober in Eindhoven;17-10-2019;Eindhoven
047Ape13-11-2019;SketchUp Basis;SketchUp Basis: 13 november in Apeldoorn;13-11-2019;Apeldoorn
047Ams12-11-2019;SketchUp Basis;SketchUp Basis: 12 november in Amsterdam;12-11-2019;Amsterdam
047Rot11-12-2019;SketchUp Basis;SketchUp Basis: 11 december in Rotterdam;11-12-2019;Rotterdam
049Ape9-1-2019;ArcGIS Desktop Basis;ArcGIS Desktop Basis: 9, 16, 23 januari in Apeldoorn;9-1-2019;Apeldoorn
049Rot6-2-2019;ArcGIS Desktop Basis;ArcGIS Desktop Basis: 6, 13, 20 februari in Rotterdam;6-2-2019;Rotterdam
049Ape6-3-2019;ArcGIS Desktop Basis;ArcGIS Desktop Basis: 6, 13, 20 maart in Apeldoorn;6-3-2019;Apeldoorn
049Ams5-3-2019;ArcGIS Desktop Basis;ArcGIS Desktop Basis: 5, 12, 19 maart in Amsterdam;5-3-2019;Amsterdam
049Rot10-4-2019;ArcGIS Desktop Basis;ArcGIS Desktop Basis: 10, 17, 24 april in Rotterdam;10-4-2019;Rotterdam
049Ein9-4-2019;ArcGIS Desktop Basis;ArcGIS Desktop Basis: 9, 16, 23 april in Eindhoven;9-4-2019;Eindhoven
049Ape8-5-2019;ArcGIS Desktop Basis;ArcGIS Desktop Basis: 8, 15, 22 mei in Apeldoorn;8-5-2019;Apeldoorn
049Ams7-5-2019;ArcGIS Desktop Basis;ArcGIS Desktop Basis: 7, 14, 21 mei in Amsterdam;7-5-2019;Amsterdam
049Rot5-6-2019;ArcGIS Desktop Basis;ArcGIS Desktop Basis: 5, 12, 19 juni in Rotterdam;5-6-2019;Rotterdam
049Ein4-6-2019;ArcGIS Desktop Basis;ArcGIS Desktop Basis: 4, 11, 18 juni in Eindhoven;4-6-2019;Eindhoven
049Ape3-7-2019;ArcGIS Desktop Basis;ArcGIS Desktop Basis: 3, 10, 17 juli in Apeldoorn;3-7-2019;Apeldoorn
049Rot7-8-2019;ArcGIS Desktop Basis;ArcGIS Desktop Basis: 7, 14, 21 augustus in Rotterdam;7-8-2019;Rotterdam
049Ape4-9-2019;ArcGIS Desktop Basis;ArcGIS Desktop Basis: 4, 11, 18 september in Apeldoorn;4-9-2019;Apeldoorn
049Ams3-9-2019;ArcGIS Desktop Basis;ArcGIS Desktop Basis: 3, 10, 17 september in Amsterdam;3-9-2019;Amsterdam
049Rot9-10-2019;ArcGIS Desktop Basis;ArcGIS Desktop Basis: 9, 16, 23 oktober in Rotterdam;9-10-2019;Rotterdam
049Ein8-10-2019;ArcGIS Desktop Basis;ArcGIS Desktop Basis: 8, 15, 22 oktober in Eindhoven;8-10-2019;Eindhoven
049Ape6-11-2019;ArcGIS Desktop Basis;ArcGIS Desktop Basis: 6, 13, 20 november in Apeldoorn;6-11-2019;Apeldoorn
049Ams5-11-2019;ArcGIS Desktop Basis;ArcGIS Desktop Basis: 5, 12, 19 november in Amsterdam;5-11-2019;Amsterdam
049Rot4-12-2019;ArcGIS Desktop Basis;ArcGIS Desktop Basis: 4, 11, 18 december in Rotterdam;4-12-2019;Rotterdam
054Ape8-1-2019;ArcGIS Desktop Gevorderd;ArcGIS Desktop Gevorderd: 8, 9 januari in Apeldoorn;8-1-2019;Apeldoorn
054Rot5-2-2019;ArcGIS Desktop Gevorderd;ArcGIS Desktop Gevorderd: 5, 6 februari in Rotterdam;5-2-2019;Rotterdam
054Ape5-3-2019;ArcGIS Desktop Gevorderd;ArcGIS Desktop Gevorderd: 5, 6 maart in Apeldoorn;5-3-2019;Apeldoorn
054Ams4-3-2019;ArcGIS Desktop Gevorderd;ArcGIS Desktop Gevorderd: 4, 5 maart in Amsterdam;4-3-2019;Amsterdam
054Rot9-4-2019;ArcGIS Desktop Gevorderd;ArcGIS Desktop Gevorderd: 9, 10 april in Rotterdam;9-4-2019;Rotterdam
054Ein8-4-2019;ArcGIS Desktop Gevorderd;ArcGIS Desktop Gevorderd: 8, 9 april in Eindhoven;8-4-2019;Eindhoven
054Ape14-5-2019;ArcGIS Desktop Gevorderd;ArcGIS Desktop Gevorderd: 14, 15 mei in Apeldoorn;14-5-2019;Apeldoorn
054Ams13-5-2019;ArcGIS Desktop Gevorderd;ArcGIS Desktop Gevorderd: 13, 14 mei in Amsterdam;13-5-2019;Amsterdam
054Rot11-6-2019;ArcGIS Desktop Gevorderd;ArcGIS Desktop Gevorderd: 11, 12 juni in Rotterdam;11-6-2019;Rotterdam
054Ein10-6-2019;ArcGIS Desktop Gevorderd;ArcGIS Desktop Gevorderd: 10, 11 juni in Eindhoven;10-6-2019;Eindhoven
054Ape9-7-2019;ArcGIS Desktop Gevorderd;ArcGIS Desktop Gevorderd: 9, 10 juli in Apeldoorn;9-7-2019;Apeldoorn
054Rot13-8-2019;ArcGIS Desktop Gevorderd;ArcGIS Desktop Gevorderd: 13, 14 augustus in Rotterdam;13-8-2019;Rotterdam
054Ape10-9-2019;ArcGIS Desktop Gevorderd;ArcGIS Desktop Gevorderd: 10, 11 september in Apeldoorn;10-9-2019;Apeldoorn
054Ams9-9-2019;ArcGIS Desktop Gevorderd;ArcGIS Desktop Gevorderd: 9, 10 september in Amsterdam;9-9-2019;Amsterdam
054Rot8-10-2019;ArcGIS Desktop Gevorderd;ArcGIS Desktop Gevorderd: 8, 9 oktober in Rotterdam;8-10-2019;Rotterdam
054Ein7-10-2019;ArcGIS Desktop Gevorderd;ArcGIS Desktop Gevorderd: 7, 8 oktober in Eindhoven;7-10-2019;Eindhoven
054Ape12-11-2019;ArcGIS Desktop Gevorderd;ArcGIS Desktop Gevorderd: 12, 13 november in Apeldoorn;12-11-2019;Apeldoorn
054Ams11-11-2019;ArcGIS Desktop Gevorderd;ArcGIS Desktop Gevorderd: 11, 12 november in Amsterdam;11-11-2019;Amsterdam
054Rot10-12-2019;ArcGIS Desktop Gevorderd;ArcGIS Desktop Gevorderd: 10, 11 december in Rotterdam;10-12-2019;Rotterdam
058Ape8-1-2019;ArcGIS Online;ArcGIS Online: 8, 15, 22 januari in Apeldoorn;8-1-2019;Apeldoorn
058Rot5-2-2019;ArcGIS Online;ArcGIS Online: 5, 12, 19 februari in Rotterdam;5-2-2019;Rotterdam
058Ape5-3-2019;ArcGIS Online;ArcGIS Online: 5, 12, 19 maart in Apeldoorn;5-3-2019;Apeldoorn
058Rot9-4-2019;ArcGIS Online;ArcGIS Online: 9, 16, 23 april in Rotterdam;9-4-2019;Rotterdam
058Ein8-4-2019;ArcGIS Online;ArcGIS Online: 8, 15, 22 april in Eindhoven;8-4-2019;Eindhoven
058Ape7-5-2019;ArcGIS Online;ArcGIS Online: 7, 14, 21 mei in Apeldoorn;7-5-2019;Apeldoorn
058Ams6-5-2019;ArcGIS Online;ArcGIS Online: 6, 13, 20 mei in Amsterdam;6-5-2019;Amsterdam
058Rot4-6-2019;ArcGIS Online;ArcGIS Online: 4, 11, 18 juni in Rotterdam;4-6-2019;Rotterdam
058Ein3-6-2019;ArcGIS Online;ArcGIS Online: 3, 10, 17 juni in Eindhoven;3-6-2019;Eindhoven
058Ape2-7-2019;ArcGIS Online;ArcGIS Online: 2, 9, 16 juli in Apeldoorn;2-7-2019;Apeldoorn
058Rot6-8-2019;ArcGIS Online;ArcGIS Online: 6, 13, 20 augustus in Rotterdam;6-8-2019;Rotterdam
058Ape3-9-2019;ArcGIS Online;ArcGIS Online: 3, 10, 17 september in Apeldoorn;3-9-2019;Apeldoorn
058Ams2-9-2019;ArcGIS Online;ArcGIS Online: 2, 9, 16 september in Amsterdam;2-9-2019;Amsterdam
058Rot8-10-2019;ArcGIS Online;ArcGIS Online: 8, 15, 22 oktober in Rotterdam;8-10-2019;Rotterdam
058Ein7-10-2019;ArcGIS Online;ArcGIS Online: 7, 14, 21 oktober in Eindhoven;7-10-2019;Eindhoven
058Ape5-11-2019;ArcGIS Online;ArcGIS Online: 5, 12, 19 november in Apeldoorn;5-11-2019;Apeldoorn
058Ams4-11-2019;ArcGIS Online;ArcGIS Online: 4, 11, 18 november in Amsterdam;4-11-2019;Amsterdam
058Rot3-12-2019;ArcGIS Online;ArcGIS Online: 3, 10, 17 december in Rotterdam;3-12-2019;Rotterdam
059Ape7-1-2019;ArcGIS Pro 2D Basis;ArcGIS Pro 2D Basis: 7, 14, 21 januari in Apeldoorn;7-1-2019;Apeldoorn
059Rot4-2-2019;ArcGIS Pro 2D Basis;ArcGIS Pro 2D Basis: 4, 11, 18 februari in Rotterdam;4-2-2019;Rotterdam
059Ape4-3-2019;ArcGIS Pro 2D Basis;ArcGIS Pro 2D Basis: 4, 11, 18 maart in Apeldoorn;4-3-2019;Apeldoorn
059Ams5-3-2019;ArcGIS Pro 2D Basis;ArcGIS Pro 2D Basis: 5, 12, 19 maart in Amsterdam;5-3-2019;Amsterdam
059Rot8-4-2019;ArcGIS Pro 2D Basis;ArcGIS Pro 2D Basis: 8, 15, 22 april in Rotterdam;8-4-2019;Rotterdam
059Ape6-5-2019;ArcGIS Pro 2D Basis;ArcGIS Pro 2D Basis: 6, 13, 20 mei in Apeldoorn;6-5-2019;Apeldoorn
059Rot3-6-2019;ArcGIS Pro 2D Basis;ArcGIS Pro 2D Basis: 3, 10, 17 juni in Rotterdam;3-6-2019;Rotterdam
059Ape1-7-2019;ArcGIS Pro 2D Basis;ArcGIS Pro 2D Basis: 1, 8, 15 juli in Apeldoorn;1-7-2019;Apeldoorn
059Rot5-8-2019;ArcGIS Pro 2D Basis;ArcGIS Pro 2D Basis: 5, 12, 19 augustus in Rotterdam;5-8-2019;Rotterdam
059Ape2-9-2019;ArcGIS Pro 2D Basis;ArcGIS Pro 2D Basis: 2, 9, 16 september in Apeldoorn;2-9-2019;Apeldoorn
059Rot7-10-2019;ArcGIS Pro 2D Basis;ArcGIS Pro 2D Basis: 7, 14, 21 oktober in Rotterdam;7-10-2019;Rotterdam
059Ape4-11-2019;ArcGIS Pro 2D Basis;ArcGIS Pro 2D Basis: 4, 11, 18 november in Apeldoorn;4-11-2019;Apeldoorn
059Rot2-12-2019;ArcGIS Pro 2D Basis;ArcGIS Pro 2D Basis: 2, 9, 16 december in Rotterdam;2-12-2019;Rotterdam
060Ape7-1-2019;ArcGIS Pro 3D Basis;ArcGIS Pro 3D Basis: 7, 14 januari in Apeldoorn;7-1-2019;Apeldoorn
060Rot4-2-2019;ArcGIS Pro 3D Basis;ArcGIS Pro 3D Basis: 4, 11 februari in Rotterdam;4-2-2019;Rotterdam
060Ape4-3-2019;ArcGIS Pro 3D Basis;ArcGIS Pro 3D Basis: 4, 11 maart in Apeldoorn;4-3-2019;Apeldoorn
060Ams5-3-2019;ArcGIS Pro 3D Basis;ArcGIS Pro 3D Basis: 5, 12 maart in Amsterdam;5-3-2019;Amsterdam
060Rot8-4-2019;ArcGIS Pro 3D Basis;ArcGIS Pro 3D Basis: 8, 15 april in Rotterdam;8-4-2019;Rotterdam
060Ape6-5-2019;ArcGIS Pro 3D Basis;ArcGIS Pro 3D Basis: 6, 13 mei in Apeldoorn;6-5-2019;Apeldoorn
060Rot3-6-2019;ArcGIS Pro 3D Basis;ArcGIS Pro 3D Basis: 3, 10 juni in Rotterdam;3-6-2019;Rotterdam
060Ape1-7-2019;ArcGIS Pro 3D Basis;ArcGIS Pro 3D Basis: 1, 8 juli in Apeldoorn;1-7-2019;Apeldoorn
060Rot5-8-2019;ArcGIS Pro 3D Basis;ArcGIS Pro 3D Basis: 5, 12 augustus in Rotterdam;5-8-2019;Rotterdam
060Ape2-9-2019;ArcGIS Pro 3D Basis;ArcGIS Pro 3D Basis: 2, 9 september in Apeldoorn;2-9-2019;Apeldoorn
060Rot7-10-2019;ArcGIS Pro 3D Basis;ArcGIS Pro 3D Basis: 7, 14 oktober in Rotterdam;7-10-2019;Rotterdam
060Ape4-11-2019;ArcGIS Pro 3D Basis;ArcGIS Pro 3D Basis: 4, 11 november in Apeldoorn;4-11-2019;Apeldoorn
060Rot2-12-2019;ArcGIS Pro 3D Basis;ArcGIS Pro 3D Basis: 2, 9 december in Rotterdam;2-12-2019;Rotterdam
061Ape7-1-2019;ArcGIS Pro Gevorderd;ArcGIS Pro Gevorderd: 7, 14 januari in Apeldoorn;7-1-2019;Apeldoorn
061Rot4-2-2019;ArcGIS Pro Gevorderd;ArcGIS Pro Gevorderd: 4, 11 februari in Rotterdam;4-2-2019;Rotterdam
061Ape4-3-2019;ArcGIS Pro Gevorderd;ArcGIS Pro Gevorderd: 4, 11 maart in Apeldoorn;4-3-2019;Apeldoorn
061Ams5-3-2019;ArcGIS Pro Gevorderd;ArcGIS Pro Gevorderd: 5, 12 maart in Amsterdam;5-3-2019;Amsterdam
061Rot8-4-2019;ArcGIS Pro Gevorderd;ArcGIS Pro Gevorderd: 8, 15 april in Rotterdam;8-4-2019;Rotterdam
061Ape6-5-2019;ArcGIS Pro Gevorderd;ArcGIS Pro Gevorderd: 6, 13 mei in Apeldoorn;6-5-2019;Apeldoorn
061Rot3-6-2019;ArcGIS Pro Gevorderd;ArcGIS Pro Gevorderd: 3, 10 juni in Rotterdam;3-6-2019;Rotterdam
061Ape1-7-2019;ArcGIS Pro Gevorderd;ArcGIS Pro Gevorderd: 1, 8 juli in Apeldoorn;1-7-2019;Apeldoorn
061Rot5-8-2019;ArcGIS Pro Gevorderd;ArcGIS Pro Gevorderd: 5, 12 augustus in Rotterdam;5-8-2019;Rotterdam
061Ape2-9-2019;ArcGIS Pro Gevorderd;ArcGIS Pro Gevorderd: 2, 9 september in Apeldoorn;2-9-2019;Apeldoorn
061Rot7-10-2019;ArcGIS Pro Gevorderd;ArcGIS Pro Gevorderd: 7, 14 oktober in Rotterdam;7-10-2019;Rotterdam
061Ape4-11-2019;ArcGIS Pro Gevorderd;ArcGIS Pro Gevorderd: 4, 11 november in Apeldoorn;4-11-2019;Apeldoorn
061Rot2-12-2019;ArcGIS Pro Gevorderd;ArcGIS Pro Gevorderd: 2, 9 december in Rotterdam;2-12-2019;Rotterdam
062Ape8-1-2019;ArcGIS Pro Snel aan de slag;ArcGIS Pro Snel aan de slag: 8, 9 januari in Apeldoorn;8-1-2019;Apeldoorn
062Rot5-2-2019;ArcGIS Pro Snel aan de slag;ArcGIS Pro Snel aan de slag: 5, 6 februari in Rotterdam;5-2-2019;Rotterdam
062Ape5-3-2019;ArcGIS Pro Snel aan de slag;ArcGIS Pro Snel aan de slag: 5, 6 maart in Apeldoorn;5-3-2019;Apeldoorn
062Ams4-3-2019;ArcGIS Pro Snel aan de slag;ArcGIS Pro Snel aan de slag: 4, 5 maart in Amsterdam;4-3-2019;Amsterdam
062Rot9-4-2019;ArcGIS Pro Snel aan de slag;ArcGIS Pro Snel aan de slag: 9, 10 april in Rotterdam;9-4-2019;Rotterdam
062Ape14-5-2019;ArcGIS Pro Snel aan de slag;ArcGIS Pro Snel aan de slag: 14, 15 mei in Apeldoorn;14-5-2019;Apeldoorn
062Rot11-6-2019;ArcGIS Pro Snel aan de slag;ArcGIS Pro Snel aan de slag: 11, 12 juni in Rotterdam;11-6-2019;Rotterdam
062Ape9-7-2019;ArcGIS Pro Snel aan de slag;ArcGIS Pro Snel aan de slag: 9, 10 juli in Apeldoorn;9-7-2019;Apeldoorn
062Rot13-8-2019;ArcGIS Pro Snel aan de slag;ArcGIS Pro Snel aan de slag: 13, 14 augustus in Rotterdam;13-8-2019;Rotterdam
062Ape10-9-2019;ArcGIS Pro Snel aan de slag;ArcGIS Pro Snel aan de slag: 10, 11 september in Apeldoorn;10-9-2019;Apeldoorn
062Rot8-10-2019;ArcGIS Pro Snel aan de slag;ArcGIS Pro Snel aan de slag: 8, 9 oktober in Rotterdam;8-10-2019;Rotterdam
062Ape12-11-2019;ArcGIS Pro Snel aan de slag;ArcGIS Pro Snel aan de slag: 12, 13 november in Apeldoorn;12-11-2019;Apeldoorn
062Rot10-12-2019;ArcGIS Pro Snel aan de slag;ArcGIS Pro Snel aan de slag: 10, 11 december in Rotterdam;10-12-2019;Rotterdam
063Ape8-1-2019;ArcGIS Pro voor ArcMAP gebruikers;ArcGIS Pro voor ArcMAP gebruikers: 8 januari in Apeldoorn;8-1-2019;Apeldoorn
063Rot5-2-2019;ArcGIS Pro voor ArcMAP gebruikers;ArcGIS Pro voor ArcMAP gebruikers: 5 februari in Rotterdam;5-2-2019;Rotterdam
063Ape5-3-2019;ArcGIS Pro voor ArcMAP gebruikers;ArcGIS Pro voor ArcMAP gebruikers: 5 maart in Apeldoorn;5-3-2019;Apeldoorn
063Ams4-3-2019;ArcGIS Pro voor ArcMAP gebruikers;ArcGIS Pro voor ArcMAP gebruikers: 4 maart in Amsterdam;4-3-2019;Amsterdam
063Rot2-4-2019;ArcGIS Pro voor ArcMAP gebruikers;ArcGIS Pro voor ArcMAP gebruikers: 2 april in Rotterdam;2-4-2019;Rotterdam
063Ape7-5-2019;ArcGIS Pro voor ArcMAP gebruikers;ArcGIS Pro voor ArcMAP gebruikers: 7 mei in Apeldoorn;7-5-2019;Apeldoorn
063Rot4-6-2019;ArcGIS Pro voor ArcMAP gebruikers;ArcGIS Pro voor ArcMAP gebruikers: 4 juni in Rotterdam;4-6-2019;Rotterdam
063Ape2-7-2019;ArcGIS Pro voor ArcMAP gebruikers;ArcGIS Pro voor ArcMAP gebruikers: 2 juli in Apeldoorn;2-7-2019;Apeldoorn
063Rot6-8-2019;ArcGIS Pro voor ArcMAP gebruikers;ArcGIS Pro voor ArcMAP gebruikers: 6 augustus in Rotterdam;6-8-2019;Rotterdam
063Ape3-9-2019;ArcGIS Pro voor ArcMAP gebruikers;ArcGIS Pro voor ArcMAP gebruikers: 3 september in Apeldoorn;3-9-2019;Apeldoorn
063Rot1-10-2019;ArcGIS Pro voor ArcMAP gebruikers;ArcGIS Pro voor ArcMAP gebruikers: 1 oktober in Rotterdam;1-10-2019;Rotterdam
063Ape5-11-2019;ArcGIS Pro voor ArcMAP gebruikers;ArcGIS Pro voor ArcMAP gebruikers: 5 november in Apeldoorn;5-11-2019;Apeldoorn
063Rot10-12-2019;ArcGIS Pro voor ArcMAP gebruikers;ArcGIS Pro voor ArcMAP gebruikers: 10 december in Rotterdam;10-12-2019;Rotterdam
064Ape8-1-2019;ArcGIS Storymaps;ArcGIS Storymaps: 8 januari in Apeldoorn;8-1-2019;Apeldoorn
064Rot5-2-2019;ArcGIS Storymaps;ArcGIS Storymaps: 5 februari in Rotterdam;5-2-2019;Rotterdam
064Ape5-3-2019;ArcGIS Storymaps;ArcGIS Storymaps: 5 maart in Apeldoorn;5-3-2019;Apeldoorn
064Ams4-3-2019;ArcGIS Storymaps;ArcGIS Storymaps: 4 maart in Amsterdam;4-3-2019;Amsterdam
064Rot2-4-2019;ArcGIS Storymaps;ArcGIS Storymaps: 2 april in Rotterdam;2-4-2019;Rotterdam
064Ein1-4-2019;ArcGIS Storymaps;ArcGIS Storymaps: 1 april in Eindhoven;1-4-2019;Eindhoven
064Ape7-5-2019;ArcGIS Storymaps;ArcGIS Storymaps: 7 mei in Apeldoorn;7-5-2019;Apeldoorn
064Ams1-5-2019;ArcGIS Storymaps;ArcGIS Storymaps: 1 mei in Amsterdam;1-5-2019;Amsterdam
064Rot4-6-2019;ArcGIS Storymaps;ArcGIS Storymaps: 4 juni in Rotterdam;4-6-2019;Rotterdam
064Ein3-6-2019;ArcGIS Storymaps;ArcGIS Storymaps: 3 juni in Eindhoven;3-6-2019;Eindhoven
064Ape2-7-2019;ArcGIS Storymaps;ArcGIS Storymaps: 2 juli in Apeldoorn;2-7-2019;Apeldoorn
064Rot6-8-2019;ArcGIS Storymaps;ArcGIS Storymaps: 6 augustus in Rotterdam;6-8-2019;Rotterdam
064Ape3-9-2019;ArcGIS Storymaps;ArcGIS Storymaps: 3 september in Apeldoorn;3-9-2019;Apeldoorn
064Ams2-9-2019;ArcGIS Storymaps;ArcGIS Storymaps: 2 september in Amsterdam;2-9-2019;Amsterdam
064Rot1-10-2019;ArcGIS Storymaps;ArcGIS Storymaps: 1 oktober in Rotterdam;1-10-2019;Rotterdam
064Ein1-10-2019;ArcGIS Storymaps;ArcGIS Storymaps: 1 oktober in Eindhoven;1-10-2019;Eindhoven
064Ape5-11-2019;ArcGIS Storymaps;ArcGIS Storymaps: 5 november in Apeldoorn;5-11-2019;Apeldoorn
064Ams4-11-2019;ArcGIS Storymaps;ArcGIS Storymaps: 4 november in Amsterdam;4-11-2019;Amsterdam
064Rot10-12-2019;ArcGIS Storymaps;ArcGIS Storymaps: 10 december in Rotterdam;10-12-2019;Rotterdam
067Ape8-1-2019;QGIS 3D visualisatie;QGIS 3D visualisatie: 8 januari in Apeldoorn;8-1-2019;Apeldoorn
067Rot5-2-2019;QGIS 3D visualisatie;QGIS 3D visualisatie: 5 februari in Rotterdam;5-2-2019;Rotterdam
067Ape5-3-2019;QGIS 3D visualisatie;QGIS 3D visualisatie: 5 maart in Apeldoorn;5-3-2019;Apeldoorn
067Ams4-3-2019;QGIS 3D visualisatie;QGIS 3D visualisatie: 4 maart in Amsterdam;4-3-2019;Amsterdam
067Rot2-4-2019;QGIS 3D visualisatie;QGIS 3D visualisatie: 2 april in Rotterdam;2-4-2019;Rotterdam
067Ape7-5-2019;QGIS 3D visualisatie;QGIS 3D visualisatie: 7 mei in Apeldoorn;7-5-2019;Apeldoorn
067Rot4-6-2019;QGIS 3D visualisatie;QGIS 3D visualisatie: 4 juni in Rotterdam;4-6-2019;Rotterdam
067Ape2-7-2019;QGIS 3D visualisatie;QGIS 3D visualisatie: 2 juli in Apeldoorn;2-7-2019;Apeldoorn
067Rot6-8-2019;QGIS 3D visualisatie;QGIS 3D visualisatie: 6 augustus in Rotterdam;6-8-2019;Rotterdam
067Ape3-9-2019;QGIS 3D visualisatie;QGIS 3D visualisatie: 3 september in Apeldoorn;3-9-2019;Apeldoorn
067Rot1-10-2019;QGIS 3D visualisatie;QGIS 3D visualisatie: 1 oktober in Rotterdam;1-10-2019;Rotterdam
